id,date,user,pc,activity
{O5N5-Y9SE14GC-0621OEFC},01/05/2010 21:08:00,KMS0657,PC-4761,Logoff
{E9L4-K3RV79IC-3192NCUE},01/05/2010 21:08:00,UBF0645,PC-1813,Logoff
{S9P8-C3BB82AX-2970RJDI},01/05/2010 21:08:54,KSP0357,PC-2441,Logoff
{I2L5-Y4EI78DL-8573PJEZ},01/05/2010 21:09:00,BCM0653,PC-5717,Logoff
{G2G1-K9MG67WB-9023FDLZ},01/05/2010 21:09:00,DID0650,PC-0444,Logoff
{O0A7-U0AI38ZY-6573SHAC},01/05/2010 21:09:00,HCL0651,PC-8314,Logoff
{N1S3-Y5UQ26XZ-3729UORD},01/05/2010 21:09:00,OSH0655,PC-3998,Logoff
{V7X6-P6OA63ZE-9170KLSA},01/05/2010 21:10:00,KCO0122,PC-9174,Logoff
{E0T6-L3XY13ON-0877GRXV},01/05/2010 21:11:00,HRL0540,PC-1117,Logoff
{X4W5-N8YY21WI-9353UMNY},01/05/2010 21:11:00,LAF0991,PC-4973,Logoff
{M5T8-P9MA34IY-7692HBLH},01/05/2010 21:11:00,LNR0656,PC-3505,Logoff
{Q6J1-D2JS37SP-8272XDZM},01/05/2010 21:11:00,VLB0647,PC-6789,Logoff
{C0P2-D4DS25UQ-0051IAQM},01/05/2010 21:11:09,AJF0370,PC-2775,Logon
{F7M1-E2VW87NA-5332ASAG},01/05/2010 21:12:00,AHG0634,PC-4024,Logoff
{G6R7-T8GS69FO-3269RIMI},01/05/2010 21:12:00,BAM0636,PC-8138,Logoff
{A3V5-N6GU77CP-1229MDOI},01/05/2010 21:12:00,ESA0642,PC-9304,Logoff
{S5B0-V8DQ80QX-2958QBBY},01/05/2010 21:12:00,EZT0640,PC-1069,Logoff
{B7P4-M7VO14VW-3935TQAL},01/05/2010 21:12:00,KLM0639,PC-7387,Logoff
{U0Q5-P2NZ74NZ-7868ULRX},01/05/2010 21:12:00,XRS0633,PC-1099,Logoff
{M5S4-B8UY80YZ-8360GIMI},01/05/2010 21:13:00,GTD0116,PC-5312,Logoff
{L7F7-N1RZ94CO-4951XBCJ},01/05/2010 21:13:00,HAV0121,PC-2123,Logoff
{B9N8-J2HW32XJ-3592OXLN},01/05/2010 21:13:00,TLH0648,PC-1005,Logoff
{V7O9-D6CY23JP-1602KGMF},01/05/2010 21:13:00,TLK0993,PC-2064,Logoff
{L2S5-W9XF14QK-0407QWLT},01/05/2010 21:13:00,YWW0660,PC-2645,Logoff
{U4P4-G1IJ20CW-0602PDDM},01/05/2010 21:14:00,AGB0643,PC-2461,Logoff
{F4V1-U0UQ85YM-3083ARMJ},01/05/2010 21:14:00,HTF0641,PC-7965,Logoff
{P7W1-N3CD77OB-0685KNBP},01/05/2010 21:14:24,BSS0369,PC-9627,Logoff
{P8Y4-S3NR31ZM-2748TRCK},01/05/2010 21:15:00,AAM0658,PC-9923,Logoff
{Q9I3-J4BH15DT-4863SBJC},01/05/2010 21:15:00,HOB0994,PC-7880,Logoff
{M1U6-T1HT58CA-1107DTBJ},01/05/2010 21:15:00,KNW0644,PC-3379,Logoff
{Y7D2-H9WT63DA-4165POXA},01/05/2010 21:15:00,TUC0632,PC-3469,Logoff
{J8J7-F3YS05NC-6036MIVH},01/05/2010 21:16:00,RHL0992,PC-9040,Logoff
{B1G4-B1YI56XL-8748OGXH},01/05/2010 21:17:03,AJF0370,PC-2775,Logoff
{W6H1-A9KE05CL-9411RILL},01/05/2010 21:22:00,HWH0646,PC-8087,Logoff
{P4X2-F5RT32PN-3634VTAC},01/05/2010 21:23:00,COF0120,PC-2559,Logoff
{O4C8-H2QD27MU-8323PPLV},01/05/2010 21:23:00,HRD0635,PC-4246,Logoff
{J1O1-L1JD41LX-2407EYVC},01/05/2010 21:24:00,CGB0637,PC-8508,Logoff
{G7V7-X1AU00UP-9839TQEA},01/05/2010 21:24:56,EIS0041,PC-7702,Logon
{S5X4-B7ZJ42ZK-5915VUSJ},01/05/2010 21:27:35,BBS0039,PC-0840,Logon
{E7M9-W5YD08ME-6647FIJD},01/05/2010 21:30:22,KCF0045,PC-8192,Logon
{Q5I7-W0EY50GF-8714KSPW},01/05/2010 21:35:25,KCF0045,PC-8192,Logoff
{M7T1-Y4BY17QR-7146HBCU},01/05/2010 21:35:44,EIS0041,PC-7702,Logoff
{F7F5-S1HU52CV-3634AQVJ},01/05/2010 21:40:49,BBS0039,PC-6621,Logon
{I9O4-D5PB96OC-3742XWJW},01/05/2010 21:43:59,BBS0039,PC-0840,Logoff
{S3Q8-W6DZ39WB-3961QIJT},01/05/2010 21:46:19,JAV0361,PC-9353,Logon
{S0U3-Z3KR91SE-8192ASUV},01/05/2010 21:48:11,BBS0039,PC-6621,Logoff
{M3W8-Q6ST90LB-3208JHKO},01/05/2010 21:49:17,JAV0361,PC-9353,Logoff
{Z0F5-O6VL14AH-4389GOUG},01/05/2010 21:54:08,WPR0368,PC-1677,Logon
{S5S4-J7JD07MZ-4046FAOH},01/05/2010 21:55:08,CSC0217,PC-6602,Logon
{C8X6-A1KJ16SV-6129RJFA},01/05/2010 21:57:52,CSC0217,PC-6602,Logoff
{G5O7-B6KS25HO-0220FEZO},01/05/2010 22:00:54,TSM0363,PC-5762,Logon
{K2Y3-N8OZ94CC-6797PEOS},01/05/2010 22:02:06,TSM0363,PC-5762,Logoff
{Q9K6-U2SC78FT-2187LPZO},01/05/2010 22:02:08,WPR0368,PC-1677,Logoff
{W3X9-G8LU30OI-3252ZVCD},01/05/2010 22:04:15,MNS0224,PC-7902,Logon
{Y1G0-N6XS02UT-9724SRIO},01/05/2010 22:13:39,MVH0373,PC-0751,Logon
{L7H4-F0EA82QJ-2925QZAK},01/05/2010 22:17:34,MNS0224,PC-7902,Logoff
{E4U2-S2PQ11YZ-7059LIZI},01/05/2010 22:23:08,MVH0373,PC-0751,Logoff
{C7D5-W9ZF47NE-7985WWMC},01/05/2010 22:23:31,SAK0375,PC-3196,Logon
{M5O9-C7HA45LM-1533QINS},01/05/2010 22:25:57,SAK0375,PC-3196,Logoff
{F3O0-R9ME27PD-0982SNRH},01/05/2010 22:28:57,JCC0225,PC-8105,Logon
{B9J5-A9PN28GG-9516JHWG},01/05/2010 22:31:09,GTD0219,PC-1232,Logon
{H4X6-V6BQ58UU-9560JXDB},01/05/2010 22:41:00,MNS0224,PC-7989,Logon
{A1A2-X8LN50RV-7537LTFK},01/05/2010 22:41:28,MVH0373,PC-3469,Logon
{X8R0-R0NO28ML-1956KXPX},01/05/2010 22:45:11,MNS0224,PC-7989,Logoff
{T7K1-J5KS50KR-1310DAEV},01/05/2010 22:48:03,JCC0225,PC-8105,Logoff
{C6E8-D3DA16UL-6175WBRC},01/05/2010 22:49:05,MVH0373,PC-4527,Logon
{U5K7-V7XU73TF-4006WSTZ},01/05/2010 22:49:52,GTD0219,PC-1232,Logoff
{G0N0-I5ZX41QL-9431VBVF},01/05/2010 22:54:55,BAL0044,PC-7188,Logon
{M2O6-J2JX45VV-8238TMPT},01/05/2010 22:56:23,KSP0357,PC-8893,Logon
{B3F1-I2OA53CK-6097OLSU},01/05/2010 23:00:44,MVH0373,PC-3469,Logoff
{E9J2-Q9LN09OY-7957WYDL},01/05/2010 23:02:37,BAL0044,PC-7188,Logoff
{X8W2-Z2CP12JP-6107GFMN},01/05/2010 23:05:01,OBH0499,PC-7989,Logon
{K3T4-O6RH38PS-3787TCJL},01/05/2010 23:06:02,MVH0373,PC-4527,Logoff
{P8C7-F5SI25AR-3287XWRG},01/05/2010 23:06:56,KRV0372,PC-3932,Logon
{N1A3-S4SF19MQ-6694XOLH},01/05/2010 23:08:24,KSP0357,PC-8893,Logoff
{B9N7-Y2CF97FE-2895GJIC},01/05/2010 23:12:20,DMG0358,PC-4109,Logon
{V0Z1-A6DW87HB-8122SKUI},01/05/2010 23:15:29,JTM0223,PC-6156,Logon
{G5J4-B9QV62GF-0374ICAV},01/05/2010 23:19:45,MOS0047,PC-0365,Logon
{T7B9-M3UZ63PM-1458BECO},01/05/2010 23:20:03,KRV0372,PC-3932,Logoff
{G4A9-M1MT37CY-6853FGPD},01/05/2010 23:23:49,DMG0358,PC-4109,Logoff
{E3V9-X2GS47FT-9660JHPQ},01/05/2010 23:29:45,MOS0047,PC-0365,Logoff
{A1C4-C4ET18CE-9769UXXA},01/05/2010 23:32:37,BSS0369,PC-8908,Logon
{I2K4-J8MD50DL-5448VWYJ},01/05/2010 23:34:54,BSS0369,PC-8908,Logoff
{L2H1-G2UG20CN-0596MGYC},01/05/2010 23:35:25,JTM0223,PC-6156,Logoff
{I4Y5-G5KU61WM-6486LBOJ},01/05/2010 23:37:39,AJF0370,PC-8453,Logon
{V3Y3-Y6FD67QA-7988XPKO},01/05/2010 23:40:10,KJP0371,PC-6264,Logon
{N2E7-I2XM93HY-2594VMJE},01/05/2010 23:43:29,AJF0370,PC-8453,Logoff
{P0S0-S6CB55QV-2543CASB},01/05/2010 23:44:01,MSH0040,PC-5909,Logon
{B7U8-J6HY34UQ-8985IRUR},01/05/2010 23:48:18,KJP0371,PC-6264,Logoff
{C6G1-C9HT74WV-9231MELQ},01/05/2010 23:53:23,MSH0040,PC-5909,Logoff
{S2G7-F4FP44RC-1177JMFC},01/06/2010 00:04:36,HDS0367,PC-0814,Logon
{D1S9-U8SC49FW-2967SRUR},01/06/2010 00:06:53,BSS0369,PC-4159,Logon
{I5V1-C7EQ72UP-3797YRNN},01/06/2010 00:18:18,HDS0367,PC-0814,Logoff
{W6N4-X5XM80OT-7549KQHQ},01/06/2010 00:25:12,BSS0369,PC-4159,Logoff
{H0A5-T9RY94TL-6472LHWT},01/06/2010 00:30:32,TSM0363,PC-4040,Logon
{L1K2-D1CJ46GB-2937SXZL},01/06/2010 00:31:43,JAV0361,PC-4159,Logon
{Q6B9-I9YV37EY-8819JHDQ},01/06/2010 00:35:19,EHB0420,PC-1586,Logon
{Q5K0-S5RN52JQ-1733BYUQ},01/06/2010 00:41:21,TSM0363,PC-4040,Logoff
{N4T4-E0QM93BA-9672YJLA},01/06/2010 00:44:12,JAV0361,PC-4159,Logoff
{U8V3-S4TF02OR-9446CGAS},01/06/2010 00:55:22,NGF0157,PC-6056,Logon
{C9D9-C9CX56TI-0389MOOY},01/06/2010 00:55:24,HDS0367,PC-6159,Logon
{D0T0-B9KK90YH-3129EZJG},01/06/2010 01:01:37,JRS0362,PC-9770,Logon
{S9Q2-J8FX73XJ-0552VQDS},01/06/2010 01:04:17,KJP0371,PC-5299,Logon
{Z8I0-Y6LN66XT-1024ROAA},01/06/2010 01:06:46,JRS0362,PC-9770,Logoff
{Y1N0-T6SJ61HP-8787URLI},01/06/2010 01:08:06,AJF0370,PC-9140,Logon
{S7F1-S6IY27XA-5272ZHGT},01/06/2010 01:10:10,KJP0371,PC-5299,Logoff
{N7S9-K2WS43KJ-5808WEPU},01/06/2010 01:12:10,JLM0364,PC-4411,Logon
{L2G9-K7FX45FZ-4943YZBP},01/06/2010 01:15:23,HDS0367,PC-6159,Logoff
{Q0Z4-T2ZT37AA-5511JZYF},01/06/2010 01:16:20,JLM0364,PC-4411,Logoff
{V6M6-M4NY80MI-8851ILNR},01/06/2010 01:17:25,NGF0157,PC-6056,Logoff
{T2A6-T1VW58OE-4210LPKJ},01/06/2010 01:21:33,IBB0359,PC-9524,Logon
{Q2A6-L0GB66CM-5871OBAL},01/06/2010 01:21:35,AJF0370,PC-9140,Logoff
{T8I5-K7VI13KA-1079NVQF},01/06/2010 01:30:04,SOB0360,PC-2709,Logon
{D7C4-X4LG90HC-7714QWHX},01/06/2010 01:31:18,JRS0362,PC-2674,Logon
{Y9T5-S6GE26IH-9231EYZO},01/06/2010 01:38:46,IBB0359,PC-9524,Logoff
{A2U9-Y7PK79TA-3816CFJY},01/06/2010 01:45:46,SOB0360,PC-2709,Logoff
{Z5N1-U8QT51UI-4089AKJU},01/06/2010 01:47:29,MSO0222,PC-8494,Logon
{F1Q9-J0UE23YK-8616EHKY},01/06/2010 01:48:59,GTD0219,PC-3819,Logon
{T9I7-C7IN40SR-7274TBGF},01/06/2010 01:49:06,JRS0362,PC-2674,Logoff
{P9M2-Z2JH33HX-4583QTED},01/06/2010 01:51:08,MSO0222,PC-8494,Logoff
{I2L2-N3CE26IC-4769MHEH},01/06/2010 02:02:22,BVC0790,PC-0008,Logoff
{H3F7-K6XN93GA-3552IHTY},01/06/2010 02:02:32,GTD0219,PC-3819,Logoff
{W8H3-B0PB75JA-1010QDCT},01/06/2010 02:04:55,OBH0499,PC-7989,Logoff
{C5T7-A6ZI40LZ-7126NZCO},01/06/2010 02:06:25,DMG0358,PC-9268,Logon
{H6M1-J9IJ35NZ-9604CXYB},01/06/2010 02:16:03,DMG0358,PC-9268,Logoff
{Z3B5-Q4SG33TP-6570CLHL},01/06/2010 02:21:31,BBS0039,PC-3424,Logon
{G5S9-P9EJ56IN-6307PMRX},01/06/2010 02:27:00,BBS0039,PC-3424,Logoff
{O6H4-O7EN10KA-7532JDNF},01/06/2010 02:43:06,BSS0369,PC-9010,Logon
{R8S6-S5QX87EM-8266AILR},01/06/2010 02:50:40,BSS0369,PC-9010,Logoff
{F1U6-J3ZR41VM-9662KDXG},01/06/2010 02:54:25,KCF0045,PC-1949,Logon
{L9W5-O4NG35HI-2623OQHN},01/06/2010 02:56:56,KCF0045,PC-1949,Logoff
{U2A7-X5XH69VA-0715JVAG},01/06/2010 03:04:12,GTD0219,PC-1837,Logon
{X0V1-D7SK32QT-9128OFZE},01/06/2010 03:19:33,GTD0219,PC-1837,Logoff
{G6T8-F0HI94XP-8180MXHL},01/06/2010 03:19:46,CSC0217,PC-2461,Logon
{Y2H9-S4JL36FU-8510ZMCF},01/06/2010 03:34:25,DFR0218,PC-1772,Logon
{B3W4-F6NG81VJ-7353OQGG},01/06/2010 03:35:13,CSC0217,PC-2461,Logoff
{L6S8-A9CJ21FE-5025SMZL},01/06/2010 03:44:25,DFR0218,PC-1772,Logoff
{X8B2-Y6QE27WQ-1285SCRK},01/06/2010 03:46:44,BSS0369,PC-6913,Logon
{Z2J8-D2LR20LT-8825EUSX},01/06/2010 03:48:31,BSS0369,PC-6913,Logoff
{B2R8-N6WE16LH-1017RGWJ},01/06/2010 03:50:08,DFR0218,PC-2582,Logon
{J4F1-K7RJ11KB-2277GDZZ},01/06/2010 03:54:35,DFR0218,PC-2582,Logoff
{Q8C0-P3JA47NB-9509IQWC},01/06/2010 03:55:31,MSH0040,PC-2231,Logon
{B7T4-T0YT32UF-2269NAPU},01/06/2010 04:01:07,GTD0219,PC-7965,Logon
{H0T4-H8EU99XH-7194GAXO},01/06/2010 04:02:38,MSH0040,PC-2231,Logoff
{F0E0-G8TX95UU-2457ZAOG},01/06/2010 04:07:03,GTD0219,PC-7965,Logoff
{U0M9-A1CI03UJ-8537NCEF},01/06/2010 04:07:44,SAK0375,PC-3375,Logon
{H6J2-T8IC88XF-6021KMNH},01/06/2010 04:20:42,SAK0375,PC-3375,Logoff
{M3H8-A4EL18OX-9390KZKH},01/06/2010 04:25:14,HDS0367,PC-9999,Logon
{P9Q2-H0NM58DT-6696VZQN},01/06/2010 04:32:17,JLM0364,PC-9292,Logon
{U8Z0-J4BB27XS-8515UUNN},01/06/2010 04:38:16,HDS0367,PC-9999,Logoff
{V4H1-V5YL12IX-2910XIMW},01/06/2010 04:45:57,JLM0364,PC-9292,Logoff
{R5H6-O5MB26NZ-1319MUAP},01/06/2010 04:57:30,KRV0372,PC-3301,Logon
{N2B1-J5DQ14RV-9809HWBO},01/06/2010 05:11:49,MOS0047,PC-7219,Logon
{P9U1-U3XE77HE-6508IAXQ},01/06/2010 05:11:59,LBF0214,PC-3819,Logoff
{Z4O2-H2AD08UG-8296CAWQ},01/06/2010 05:14:14,KRV0372,PC-3301,Logoff
{Y7Y9-Y1FD86RT-1514SJPL},01/06/2010 05:18:32,BKW0374,PC-9777,Logon
{D1H0-L5BD52TO-2655VYLI},01/06/2010 05:24:41,MOS0047,PC-7219,Logoff
{Y1U6-U6VA56WO-8327BMBS},01/06/2010 05:29:31,BKW0374,PC-9777,Logoff
{C5J9-T5ER82JC-5444WMXK},01/06/2010 05:38:34,EHB0420,PC-1586,Logoff
{I4L3-Z6CU98KL-1547LYDU},01/06/2010 05:38:36,HDS0367,PC-0166,Logon
{D6B4-K1DF95IM-6459VAZW},01/06/2010 05:39:43,BAL0044,PC-1514,Logon
{B9O7-Q3CY77DU-9040UBLQ},01/06/2010 05:40:11,BSS0369,PC-2768,Logon
{W4U8-L6FE25IZ-9813GBYO},01/06/2010 05:48:22,HDS0367,PC-0166,Logoff
{H6R8-I1CY03HO-3929EAUR},01/06/2010 05:54:19,DFR0218,PC-5087,Logon
{Z4I3-V5ZI22BG-8748TKDL},01/06/2010 05:56:54,BAL0044,PC-1514,Logoff
{T8A9-U7XK06DA-7294HAXN},01/06/2010 05:59:49,BSS0369,PC-2768,Logoff
{E4A0-T6LX14FX-6178QHSD},01/06/2010 06:01:37,CBB0365,PC-2479,Logon
{G3F9-J5CN22ER-0308IRZQ},01/06/2010 06:02:51,JRS0362,PC-8508,Logon
{B6R1-Y6TM09NJ-5946JRWK},01/06/2010 06:08:06,JRS0362,PC-8508,Logoff
{O5Y2-R0ES63ED-0239RRZG},01/06/2010 06:09:26,DMG0358,PC-5156,Logon
{E5X7-K6DH50EM-6585BADT},01/06/2010 06:13:11,MPM0220,PC-4000,Logon
{L1D0-T4DR31SE-9873FXJP},01/06/2010 06:14:15,DFR0218,PC-5087,Logoff
{N5S0-N8GR10HI-9008RBDC},01/06/2010 06:14:31,DMG0358,PC-5156,Logoff
{E9P5-Z2QR11MJ-3502NPOI},01/06/2010 06:16:11,CBB0365,PC-2479,Logoff
{Q0R2-H5OI63QW-7356WJQM},01/06/2010 06:18:16,MPM0220,PC-4000,Logoff
{J3K0-T9TJ20LH-0662EKUS},01/06/2010 06:24:13,WPR0368,PC-7879,Logon
{U8S4-G0CM91JN-7900GQUX},01/06/2010 06:27:12,DFR0218,PC-6637,Logon
{Y4N5-R8FD90QO-6845YJWG},01/06/2010 06:33:02,WPR0368,PC-7879,Logoff
{G2O1-V8YE41TT-3953EOJD},01/06/2010 06:37:54,LBC0356,PC-7941,Logon
{B8E1-R4KH23CC-0654SEJD},01/06/2010 06:38:47,BKW0374,PC-8915,Logon
{Y2P1-E6MO11UG-8622XTQX},01/06/2010 06:39:16,LBC0356,PC-7941,Logoff
{L6Y1-Y7JI74HH-0827TKUY},01/06/2010 06:41:07,DFR0218,PC-6637,Logoff
{G6H8-N1JR00LN-2455NPHP},01/06/2010 06:50:46,BKW0374,PC-8915,Logoff
{V6U5-G6WU22YS-2266DIAY},01/06/2010 06:54:14,CCA0046,PC-6105,Logon
{C1P4-J0PH97ZF-2904RFMD},01/06/2010 06:57:00,SRH0155,PC-9919,Logon
{C5Y2-S3LM35AI-3306KZEO},01/06/2010 06:57:17,MVH0373,PC-8592,Logon
{W6U0-H8IC70PA-5147NMRQ},01/06/2010 06:58:00,HTH0007,PC-8851,Logon
{S3L5-C7YA27NU-6763TKYE},01/06/2010 06:58:00,KBP0008,PC-3851,Logon
{D1S2-L3GJ15XP-7812NCHW},01/06/2010 06:58:00,KRG0158,PC-9770,Logon
{Q7F6-O6MG43AG-1050ODHY},01/06/2010 07:00:00,CCH0182,PC-0514,Logon
{W7S6-L8IU84RH-8107PRAN},01/06/2010 07:00:00,DJB0159,PC-3907,Logon
{G3V1-R4SK53YH-4341DYUF},01/06/2010 07:00:00,EHR0096,PC-5508,Logon
{S2W5-A2PX74BQ-0916VUIP},01/06/2010 07:00:00,ENL0100,PC-3494,Logon
{O5A9-J1KY57KX-8939QCAU},01/06/2010 07:00:00,HWM0342,PC-4436,Logon
{I3G0-B2BU41ZT-1779TTOS},01/06/2010 07:00:00,KBB0189,PC-4524,Logon
{E0P3-V1FE31HD-4550XSZD},01/06/2010 07:00:00,LRW0970,PC-1620,Logon
{O9D0-I7GB40DT-3543LHPW},01/06/2010 07:00:00,NGF0157,PC-6056,Logon
{N9Y0-B6MZ61AP-8825NDPD},01/06/2010 07:01:00,AJD0074,PC-3135,Logon
{X9A6-D2AN53GG-9586LQRI},01/06/2010 07:01:00,DLM0051,PC-0166,Logon
{I5F9-O6OD52VR-2394FOLD},01/06/2010 07:01:00,EIM0156,PC-1874,Logon
{A5J6-F8IB44AI-3986CBDP},01/06/2010 07:01:00,KSP0966,PC-6985,Logon
{A8K9-Q1YE70PL-6884BPNH},01/06/2010 07:01:00,TDG0962,PC-2173,Logon
{E4L1-F1DH00QJ-7365QCCD},01/06/2010 07:02:00,ASV0946,PC-2806,Logon
{F0L8-O1SO16OE-5427BWXZ},01/06/2010 07:02:00,DIW0118,PC-0174,Logon
{F2M8-D6UP40EU-2274RHYO},01/06/2010 07:02:00,LAP0338,PC-5758,Logon
{J1Z6-K5EI29SV-1848WJFI},01/06/2010 07:02:00,RHC0335,PC-8144,Logon
{D2E1-H8JA09WN-7092GLGX},01/06/2010 07:02:00,SSS0345,PC-3543,Logon
{T0Z2-N7KQ25IS-5772MWIS},01/06/2010 07:03:00,AJR0932,PC-4748,Logon
{U6X6-L0SL60FB-8267ONYL},01/06/2010 07:03:00,KRL0062,PC-5595,Logon
{M8S5-C9KM87DG-1230TAQL},01/06/2010 07:03:00,RSM0277,PC-2930,Logon
{S8Q8-P9TC72UE-0273NZLN},01/06/2010 07:03:00,SJC0333,PC-3126,Logon
{G0Q7-Q7WU56IR-3362LGFX},01/06/2010 07:03:00,SPA0141,PC-2560,Logon
{B5S2-R1AY79FC-2123TEZJ},01/06/2010 07:03:00,TNM0961,PC-2030,Logon
{D4W1-X0MD13NK-7873EDPY},01/06/2010 07:04:00,ATF0274,PC-3459,Logon
{N7X1-E1AZ60YW-3294JBJC},01/06/2010 07:04:00,ONL0276,PC-2891,Logon
{K8R2-G3OO63VU-0454TQKY},01/06/2010 07:04:00,RRA0938,PC-9586,Logon
{X1U8-P6VB25SK-9179RAFC},01/06/2010 07:04:00,SNC0187,PC-4753,Logon
{M0J9-B9ER15CC-3420DMIV},01/06/2010 07:04:00,VEB0935,PC-3534,Logon
{N8W6-M8ZG37WZ-5828MNBP},01/06/2010 07:04:49,MVH0373,PC-8592,Logoff
{G8O6-P8LD60QJ-0573XECH},01/06/2010 07:05:00,AIB0948,PC-8245,Logon
{I5J3-H0GO15HF-9173UVHH},01/06/2010 07:05:00,BWP0202,PC-7445,Logon
{S7X3-E9VU85CV-4617DMMM},01/06/2010 07:05:00,LHB0967,PC-2996,Logon
{F2N3-Q0VN35UE-5815VNBS},01/06/2010 07:05:00,MKL0941,PC-1246,Logon
{A6R2-B3DJ20NU-7385YADN},01/06/2010 07:05:00,SBD0913,PC-0262,Logon
{P6L6-W7TS96WI-3681HTSJ},01/06/2010 07:06:00,CJP0952,PC-7525,Logon
{V8V7-V3XL51DJ-6200JJFS},01/06/2010 07:06:00,DFH0188,PC-0205,Logon
{E4N9-U7IH29WB-1380NPWV},01/06/2010 07:07:00,CSL0949,PC-6544,Logon
{Y7N4-X3LF02VB-0426SOSX},01/06/2010 07:07:00,GCC0945,PC-6694,Logon
{D1P2-Y0IW08KH-7546LCDL},01/06/2010 07:07:00,LRR0148,PC-4275,Logon
{E1M5-O4AI46OX-2295GNUT},01/06/2010 07:07:00,OMS0101,PC-9507,Logon
{V9S6-M5RY73ZS-3483RSXE},01/06/2010 07:07:00,TVS0050,PC-2174,Logon
{W7X9-R8SS79KM-2599LLTK},01/06/2010 07:07:00,WAB0143,PC-8014,Logon
{D1K0-M2WT65HZ-9045PZIH},01/06/2010 07:08:00,DOL0332,PC-1109,Logon
{K4C9-Z7WG47YG-5367AOZO},01/06/2010 07:08:00,GNZ0953,PC-3814,Logon
{C3S4-G9EU24GD-4167TABM},01/06/2010 07:08:00,JSH0330,PC-5423,Logon
{I9S4-C5OA69GB-4782SJOG},01/06/2010 07:08:00,NCH0179,PC-3695,Logon
{E5F3-J6CD59RU-7593QXLV},01/06/2010 07:08:00,RVF0201,PC-7899,Logon
{T5Z2-P8XE80AV-2037XFAP},01/06/2010 07:08:00,WRM0963,PC-5082,Logon
{P4G0-W8TR57GN-0242STGJ},01/06/2010 07:08:30,BAL0044,PC-6797,Logon
{F2S5-C3QD90NG-3890GUTW},01/06/2010 07:09:00,HLM0933,PC-5242,Logon
{Q3I0-R4WN51IE-5141KLIP},01/06/2010 07:09:00,ILH0958,PC-2181,Logon
{Q6O0-W4HC38IY-5518RFRE},01/06/2010 07:09:00,NIH0969,PC-3978,Logon
{C6B7-S7HZ72AH-7865JNKK},01/06/2010 07:09:00,RKF0164,PC-4418,Logon
{U3V2-N2TD93JD-6715RTIJ},01/06/2010 07:09:00,SVL0940,PC-0115,Logon
{K1P5-D0VU14RI-8139ZJWJ},01/06/2010 07:10:00,CFG0959,PC-9094,Logon
{L1S0-U0WB63VT-5132VZJK},01/06/2010 07:10:00,DVW0103,PC-7174,Logon
{L1Q4-O2FG21HU-0601JGIV},01/06/2010 07:10:00,ELH0960,PC-7775,Logon
{Z1I5-I7YB73CR-3339EQZE},01/06/2010 07:10:00,PGH0184,PC-7756,Logon
{I9F1-E2FD82ZV-1532RLNU},01/06/2010 07:11:00,BSB0990,PC-8932,Logon
{G4A9-Z8PP95RU-7741DDZN},01/06/2010 07:11:00,GKO0078,PC-4233,Logon
{B5J6-R5GQ49IA-6726UDDX},01/06/2010 07:11:00,HFB0347,PC-0524,Logon
{C4T3-G2NC03KQ-1850QNEV},01/06/2010 07:11:00,JJM0203,PC-0148,Logon
{B9P3-J8PZ85OZ-4883ZDGS},01/06/2010 07:11:00,MSD0939,PC-3430,Logon
{Y5R6-T2YZ06FO-5281YRAR},01/06/2010 07:11:00,PMC0328,PC-7219,Logon
{E4T0-W7QE14GZ-1730CJHV},01/06/2010 07:11:04,DFH0188,PC-4124,Logon
{Y3W7-P9AF46XM-0840KILV},01/06/2010 07:12:00,CSJ0340,PC-1518,Logon
{Q7T5-I0FE94ZP-5126PSGK},01/06/2010 07:12:00,JGM0934,PC-3301,Logon
{H4W0-C7JO67SY-8932WZLR},01/06/2010 07:12:00,JIM0095,PC-9328,Logon
{O6P7-A3VR89XM-9133FKDR},01/06/2010 07:12:00,JMK0099,PC-2363,Logon
{A9A4-Z1TV33JW-8472UQAY},01/06/2010 07:12:00,QNF0205,PC-0683,Logon
{F7M9-C0RY38NU-7123IUYJ},01/06/2010 07:12:00,ZJS0269,PC-7019,Logon
{Z9S5-Q6PO36MZ-5234VXGV},01/06/2010 07:12:22,DFH0188,PC-4124,Logoff
{S4X5-F2YX08NR-4927XTKR},01/06/2010 07:12:23,RSM0277,PC-4124,Logon
{Z6Q5-H4YW60VM-2959RRMF},01/06/2010 07:13:00,DRR0162,PC-5168,Logon
{G6M1-J7LI72HM-6864SMIW},01/06/2010 07:13:00,NCE0097,PC-2393,Logon
{P4V6-C3XC89FJ-1265WKIK},01/06/2010 07:13:00,ORG0339,PC-8252,Logon
{Y9M3-I7LP89YZ-3167RATV},01/06/2010 07:13:00,WBC0192,PC-6349,Logon
{Z1P0-I9HG61LB-6693GAQM},01/06/2010 07:13:18,CCA0046,PC-6105,Logoff
{G3W1-R6BV78CP-9608JBKP},01/06/2010 07:14:00,CKH0144,PC-1893,Logon
{M3L0-L6EJ34YZ-8355IPPN},01/06/2010 07:14:00,FKB0163,PC-5087,Logon
{F8X7-T6NL14PJ-6114AMOT},01/06/2010 07:15:00,AVM0947,PC-0285,Logon
{W4L0-O4RH85QE-8494BCRC},01/06/2010 07:15:00,BLL0929,PC-7375,Logon
{S9F0-M7VM86SG-7340LTZH},01/06/2010 07:15:00,CGF0337,PC-0369,Logon
